,indice,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,Address2,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel,Pattern_Add1
2111,2155,44 RUE D'AULT 80130 BETHENCOURT-SUR-MER FRANCE,NONE,NONE,NONE,NONE,NONE,44,RUE D'AULT,NONE,80130.0,BETHENCOURT-SUR-MER,FRANCE,44 RUE D'AULT 80130 BETHENCOURT-SUR-MER FRANCE,NONE,NONE,NONE,NONE,NONE,44,RUE D'AULT,NONE,80130.0,BETHENCOURT-SUR-MER,FRANCE,Match,HN RN C
2112,2156,3 B RUE PIERRE RENAUDEL 76500 ELBEUF FRANCE,NONE,NONE,NONE,NONE,NONE,3 B,RUE PIERRE RENAUDEL,NONE,76500.0,ELBEUF,FRANCE,3 B RUE PIERRE RENAUDEL 76500 ELBEUF FRANCE,NONE,NONE,NONE,NONE,NONE,3 B,RUE PIERRE RENAUDEL,NONE,76500.0,ELBEUF,FRANCE,Match,HN RN C
2113,2157,ZONE INDUSTRIELLE 58640 VARENNES-VAUZELLES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,NONE,NONE,58640.0,VARENNES-VAUZELLES,FRANCE,ZONE INDUSTRIELLE 58640 VARENNES-VAUZELLES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,NONE,NONE,58640.0,VARENNES-VAUZELLES,FRANCE,Match,Z C
2114,2158,6 RUE JEAN JAURES 83340 LE LUC FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE JEAN JAURES,NONE,83340.0,LE LUC,FRANCE,6 RUE JEAN JAURES 83340 LE LUC FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE JEAN JAURES,NONE,83340.0,LE LUC,FRANCE,Match,HN RN C
2115,2159,ZONE FRET 4 ROISSY TECH 5 RUE DU CERCLE 95700 ROISSY-EN-FRANCE FRANCE,NONE,NONE,NONE,ZONE FRET 4 ROISSY TECH,NONE,5,RUE DU CERCLE,NONE,95700.0,ROISSY-EN-FRANCE,FRANCE,ZONE FRET 4 ROISSY TECH 5 RUE DU CERCLE 95700 ROISSY-EN-FRANCE FRANCE,NONE,NONE,NONE,ZONE FRET 4 ROISSY TECH,NONE,5,RUE DU CERCLE,NONE,95700.0,ROISSY-EN-FRANCE,FRANCE,Match,Z HN RN C
2116,2160,CHEF-LIEU 73130 SAINT FRANCOIS LONGCHAMP FRANCE,NONE,NONE,NONE,CHEF-LIEU,NONE,NONE,NONE,NONE,73130.0,SAINT FRANCOIS LONGCHAMP,FRANCE,CHEF-LIEU 73130 SAINT FRANCOIS LONGCHAMP FRANCE,NONE,NONE,NONE,CHEF-LIEU,NONE,NONE,NONE,NONE,73130.0,SAINT FRANCOIS LONGCHAMP,FRANCE,Match,Z C
2117,2161,QUARTIER SAINT TRONC 200 CHEMIN DU VALLON DE TOULOUSE 13010 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,QUARTIER SAINT TRONC,200,CHEMIN DU VALLON DE TOULOUSE,NONE,13010.0,MARSEILLE,FRANCE,QUARTIER SAINT TRONC 200 CHEMIN DU VALLON DE TOULOUSE 13010 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,QUARTIER SAINT TRONC,200,CHEMIN DU VALLON DE TOULOUSE,NONE,13010.0,MARSEILLE,FRANCE,Match,D HN RN C
2118,2162,22 RUE DES JUIFS 18300 SANCERRE FRANCE,NONE,NONE,NONE,NONE,NONE,22,RUE DES JUIFS,NONE,18300.0,SANCERRE,FRANCE,22 RUE DES JUIFS 18300 SANCERRE FRANCE,NONE,NONE,NONE,NONE,NONE,22,RUE DES JUIFS,NONE,18300.0,SANCERRE,FRANCE,Match,HN RN C
2119,2163,10 RUE FLORIMOND LEMAIRE 62800 LIEVIN FRANCE,NONE,NONE,NONE,NONE,NONE,10,RUE FLORIMOND LEMAIRE,NONE,62800.0,LIEVIN,FRANCE,10 RUE FLORIMOND LEMAIRE 62800 LIEVIN FRANCE,NONE,NONE,NONE,NONE,NONE,10,RUE FLORIMOND LEMAIRE,NONE,62800.0,LIEVIN,FRANCE,Match,HN RN C
2120,2164,15 BOULEVARD HENRI IV 75004 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,15,BOULEVARD HENRI IV,NONE,75004.0,PARIS,FRANCE,15 BOULEVARD HENRI IV 75004 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,15,BOULEVARD HENRI IV,NONE,75004.0,PARIS,FRANCE,Match,HN RN C
2121,2165,BOULEVARD ETIENNE PERONNET 42140 CHAZELLES-SUR-LYON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,BOULEVARD ETIENNE PERONNET,NONE,42140.0,CHAZELLES-SUR-LYON,FRANCE,BOULEVARD ETIENNE PERONNET 42140 CHAZELLES-SUR-LYON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,BOULEVARD ETIENNE PERONNET,NONE,42140.0,CHAZELLES-SUR-LYON,FRANCE,Match,RN C
2122,2166,IMMEUBLE LE PARC 38 RUE JEAN BAPTISTE LAMARCK 25200 MONTBELIARD FRANCE,NONE,IMMEUBLE LE,NONE,PARC,NONE,38,RUE JEAN BAPTISTE LAMARCK,NONE,25200.0,MONTBELIARD,FRANCE,IMMEUBLE LE PARC 38 RUE JEAN BAPTISTE LAMARCK 25200 MONTBELIARD FRANCE,NONE,IMMEUBLE LE,NONE,PARC,NONE,38,RUE JEAN BAPTISTE LAMARCK,NONE,25200.0,MONTBELIARD,FRANCE,Match,EB Z HN RN C
2123,2167,36 RUE DE TAL AR GROAS 29160 LANVEOC FRANCE,NONE,NONE,NONE,NONE,NONE,36,RUE DE TAL AR GROAS,NONE,29160.0,LANVEOC,FRANCE,36 RUE DE TAL AR GROAS 29160 LANVEOC FRANCE,NONE,NONE,NONE,NONE,NONE,36,RUE DE TAL AR GROAS,NONE,29160.0,LANVEOC,FRANCE,Match,HN RN C
2124,2168,11 RUE ANTOINE BIGUET 6200 NICE FRANCE,NONE,NONE,NONE,NONE,NONE,11,RUE ANTOINE BIGUET,NONE,6200.0,NICE,FRANCE,11 RUE ANTOINE BIGUET 6200 NICE FRANCE,NONE,NONE,NONE,NONE,NONE,11,RUE ANTOINE BIGUET,NONE,6200.0,NICE,FRANCE,Match,HN RN C
2125,2169,CITE ADMINISTRATIVE AVENUE JEAN JANVIER 35000 RENNES FRANCE,NONE,NONE,NONE,NONE,CITE ADMINISTRATIVE,NONE,AVENUE JEAN JANVIER,NONE,35000.0,RENNES,FRANCE,CITE ADMINISTRATIVE AVENUE JEAN JANVIER 35000 RENNES FRANCE,NONE,NONE,NONE,NONE,CITE ADMINISTRATIVE,NONE,AVENUE JEAN JANVIER,NONE,35000.0,RENNES,FRANCE,Match,D RN C
2126,2170,314 RUE DE LA CITE 78690 LES ESSARTS LE ROI FRANCE,NONE,NONE,NONE,NONE,NONE,314,RUE DE LA CITE,NONE,78690.0,LES ESSARTS LE ROI,FRANCE,314 RUE DE LA CITE 78690 LES ESSARTS LE ROI FRANCE,NONE,NONE,NONE,NONE,NONE,314,RUE DE LA CITE,NONE,78690.0,LES ESSARTS LE ROI,FRANCE,Match,HN RN C
2127,2171,ZONE INDUSTRIELLE 68490 BANTZENHEIM FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,NONE,NONE,68490.0,BANTZENHEIM,FRANCE,ZONE INDUSTRIELLE 68490 BANTZENHEIM FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,NONE,NONE,68490.0,BANTZENHEIM,FRANCE,Match,Z C
2128,2172,16 RUE DE LA FERME 95460 EZANVILLE FRANCE,NONE,NONE,NONE,NONE,NONE,16,RUE DE LA FERME,NONE,95460.0,EZANVILLE,FRANCE,16 RUE DE LA FERME 95460 EZANVILLE FRANCE,NONE,NONE,NONE,NONE,NONE,16,RUE DE LA FERME,NONE,95460.0,EZANVILLE,FRANCE,Match,HN RN C
2129,2173,127 ROUTE DE NOLLEVAL 76780 SIGY-EN-BRAY FRANCE,NONE,NONE,NONE,NONE,NONE,127,ROUTE DE NOLLEVAL,NONE,76780.0,SIGY-EN-BRAY,FRANCE,127 ROUTE DE NOLLEVAL 76780 SIGY-EN-BRAY FRANCE,NONE,NONE,NONE,NONE,NONE,127,ROUTE DE NOLLEVAL,NONE,76780.0,SIGY-EN-BRAY,FRANCE,Match,HN RN C
2130,2174,13 RUE GAMBETTA 16480 SAINT-VALLIER FRANCE,NONE,NONE,NONE,NONE,NONE,13,RUE GAMBETTA,NONE,16480.0,SAINT-VALLIER,FRANCE,13 RUE GAMBETTA 16480 SAINT-VALLIER FRANCE,NONE,NONE,NONE,NONE,NONE,13,RUE GAMBETTA,NONE,16480.0,SAINT-VALLIER,FRANCE,Match,HN RN C
2131,2175,PARC D'ACTIVITE ENTON LE PONT REP 13 RUE LA BOETIE 75008 PARIS FRANCE,NONE,NONE,NONE,PARC D'ACTIVITE ENTON LE PONT REP,NONE,13,RUE LA BOETIE,NONE,75008.0,PARIS,FRANCE,PARC D'ACTIVITE ENTON LE PONT REP 13 RUE LA BOETIE 75008 PARIS FRANCE,NONE,NONE,NONE,PARC D'ACTIVITE ENTON LE PONT REP,NONE,13,RUE LA BOETIE,NONE,75008.0,PARIS,FRANCE,Match,Z HN RN C
2132,2176,16 PLACE CHARLES ALBERT 74700 SALLANCHES FRANCE,NONE,NONE,NONE,NONE,NONE,16,PLACE CHARLES ALBERT,NONE,74700.0,SALLANCHES,FRANCE,16 PLACE CHARLES ALBERT 74700 SALLANCHES FRANCE,NONE,NONE,NONE,NONE,NONE,16,PLACE CHARLES ALBERT,NONE,74700.0,SALLANCHES,FRANCE,Match,HN RN C
2133,2177,LIEU DIT LA BROUSSE 87190 DROUX FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LA BROUSSE,NONE,87190.0,DROUX,FRANCE,LIEU DIT LA BROUSSE 87190 DROUX FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LA BROUSSE,NONE,87190.0,DROUX,FRANCE,Match,RN C
2134,2178,BATIMENT B3 BASTIDE BLANCHE ZONE ARTISANALE 5110 VITROLLES FRANCE,NONE,BATIMENT B3 BASTIDE BLANCHE,NONE,ZONE ARTISANALE,NONE,NONE,NONE,NONE,5110.0,VITROLLES,FRANCE,BATIMENT B3 BASTIDE BLANCHE ZONE ARTISANALE 5110 VITROLLES FRANCE,NONE,BATIMENT B3 BASTIDE BLANCHE,NONE,ZONE ARTISANALE,NONE,NONE,NONE,NONE,5110.0,VITROLLES,FRANCE,Match,EB Z C
2135,2179,RUE BLANCHE 75009 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE BLANCHE,NONE,75009.0,PARIS,FRANCE,RUE BLANCHE 75009 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE BLANCHE,NONE,75009.0,PARIS,FRANCE,Match,RN C
2136,2180,IMMEUBLE RAYON VERT 33680 LACANAU FRANCE,NONE,IMMEUBLE RAYON VERT,NONE,NONE,NONE,NONE,NONE,NONE,33680.0,LACANAU,FRANCE,IMMEUBLE RAYON VERT 33680 LACANAU FRANCE,NONE,IMMEUBLE RAYON VERT,NONE,NONE,NONE,NONE,NONE,NONE,33680.0,LACANAU,FRANCE,Match,EB C
2137,2181,ESPACE A 7 RUE YON LUG 69310 PIERRE-BENITE FRANCE,NONE,NONE,NONE,ESPACE A,NONE,7,RUE YON LUG,NONE,69310.0,PIERRE-BENITE,FRANCE,ESPACE A 7 RUE YON LUG 69310 PIERRE-BENITE FRANCE,NONE,NONE,NONE,ESPACE A,NONE,7,RUE YON LUG,NONE,69310.0,PIERRE-BENITE,FRANCE,Match,Z HN RN C
2138,2182,ZONE INDUSTRIELLE 57 RUE DES SOURCES 69230 SAINT-GENIS-LAVAL FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,57,RUE DES SOURCES,NONE,69230.0,SAINT-GENIS-LAVAL,FRANCE,ZONE INDUSTRIELLE 57 RUE DES SOURCES 69230 SAINT-GENIS-LAVAL FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,57,RUE DES SOURCES,NONE,69230.0,SAINT-GENIS-LAVAL,FRANCE,Match,Z HN RN C
2139,2183,6 RUE PORT DE CASTETS 64100 BAYONNE FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE PORT DE CASTETS,NONE,64100.0,BAYONNE,FRANCE,6 RUE PORT DE CASTETS 64100 BAYONNE FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE PORT DE CASTETS,NONE,64100.0,BAYONNE,FRANCE,Match,HN RN C
2140,2184,RUE CESAR FRANCK 84000 AVIGNON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE CESAR FRANCK,NONE,84000.0,AVIGNON,FRANCE,RUE CESAR FRANCK 84000 AVIGNON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE CESAR FRANCK,NONE,84000.0,AVIGNON,FRANCE,Match,RN C
2141,2185,185 RUE LEO LAGRANGE BP 89 59500 DOUAI FRANCE,NONE,NONE,NONE,NONE,NONE,185,RUE LEO LAGRANGE,BP 89,59500.0,DOUAI,FRANCE,185 RUE LEO LAGRANGE BP 89 59500 DOUAI FRANCE,NONE,NONE,NONE,NONE,NONE,185,RUE LEO LAGRANGE,BP 89,59500.0,DOUAI,FRANCE,Match,HN RN C
2142,2186,RESIDENCE QUAI DE L'ETOILE 7 BOULEVARD DE LA GARE 31500 TOULOUSE FRANCE,NONE,RESIDENCE,NONE,NONE,NONE,NONE,QUAI DE L'ETOILE 7 BOULEVARD DE LA GARE,NONE,31500.0,TOULOUSE,FRANCE,RESIDENCE QUAI DE L'ETOILE 7 BOULEVARD DE LA GARE 31500 TOULOUSE FRANCE,NONE,RESIDENCE,NONE,NONE,NONE,NONE,QUAI DE L'ETOILE 7 BOULEVARD DE LA GARE,NONE,31500.0,TOULOUSE,FRANCE,Match,EB RN C
2143,2187,PLACE DE L EGLISE 16310 VERNEUIL D'AVRE ET D'ITON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE L EGLISE,NONE,16310.0,VERNEUIL D'AVRE ET D'ITON,FRANCE,PLACE DE L EGLISE 16310 VERNEUIL D'AVRE ET D'ITON FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE L EGLISE,NONE,16310.0,VERNEUIL D'AVRE ET D'ITON,FRANCE,Match,RN C
2144,2188,690 CHEMIN DE VAUCROZE 84700 SORGUES FRANCE,NONE,NONE,NONE,NONE,NONE,690,CHEMIN DE VAUCROZE,NONE,84700.0,SORGUES,FRANCE,690 CHEMIN DE VAUCROZE 84700 SORGUES FRANCE,NONE,NONE,NONE,NONE,NONE,690,CHEMIN DE VAUCROZE,NONE,84700.0,SORGUES,FRANCE,Match,HN RN C
2145,2189,PLACE DE FRANCE 76270 MASSY FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE FRANCE,NONE,76270.0,MASSY,FRANCE,PLACE DE FRANCE 76270 MASSY FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DE FRANCE,NONE,76270.0,MASSY,FRANCE,Match,RN C
2146,2190,39 ROUTE DE BRETAGNE 8400 FALAISE FRANCE,NONE,NONE,NONE,NONE,NONE,39,ROUTE DE BRETAGNE,NONE,8400.0,FALAISE,FRANCE,39 ROUTE DE BRETAGNE 8400 FALAISE FRANCE,NONE,NONE,NONE,NONE,NONE,39,ROUTE DE BRETAGNE,NONE,8400.0,FALAISE,FRANCE,Match,HN RN C
2147,2191,23 RUE DE BOYRIE 64000 PAU FRANCE,NONE,NONE,NONE,NONE,NONE,23,RUE DE BOYRIE,NONE,64000.0,PAU,FRANCE,23 RUE DE BOYRIE 64000 PAU FRANCE,NONE,NONE,NONE,NONE,NONE,23,RUE DE BOYRIE,NONE,64000.0,PAU,FRANCE,Match,HN RN C
2148,2192,ZAC VALENTINE VOIE UEB 2 TRAVERSE DE LA MONTRE 13011 MARSEILLE FRANCE,NONE,NONE,NONE,ZAC VALENTINE,NONE,NONE,VOIE UEB 2 TRAVERSE DE LA MONTRE,NONE,13011.0,MARSEILLE,FRANCE,ZAC VALENTINE VOIE UEB 2 TRAVERSE DE LA MONTRE 13011 MARSEILLE FRANCE,NONE,NONE,NONE,ZAC VALENTINE,NONE,NONE,VOIE UEB 2 TRAVERSE DE LA MONTRE,NONE,13011.0,MARSEILLE,FRANCE,Match,Z RN C
2149,2193,ZONE INDUSTRIELLESTRIELE RUE DES ARMATEURS 68110 ILLZACH FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLESTRIELE,NONE,NONE,RUE DES ARMATEURS,NONE,68110.0,ILLZACH,FRANCE,ZONE INDUSTRIELLESTRIELE RUE DES ARMATEURS 68110 ILLZACH FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLESTRIELE,NONE,NONE,RUE DES ARMATEURS,NONE,68110.0,ILLZACH,FRANCE,Match,Z RN C
2150,2194,ZONE D'EMPLOI D'OSNY 14 CHAUSSEE JULES CESAR 95520 OSNY FRANCE,NONE,NONE,NONE,ZONE D'EMPLOI D'OSNY,NONE,14,CHAUSSEE JULES CESAR,NONE,95520.0,OSNY,FRANCE,ZONE D'EMPLOI D'OSNY 14 CHAUSSEE JULES CESAR 95520 OSNY FRANCE,NONE,NONE,NONE,ZONE D'EMPLOI D'OSNY,NONE,14,CHAUSSEE JULES CESAR,NONE,95520.0,OSNY,FRANCE,Match,Z HN RN C
2151,2195,23 RUE DU GENERAL LECLERC 62370 AUDRUICQ FRANCE,NONE,NONE,NONE,NONE,NONE,23,RUE DU GENERAL LECLERC,NONE,62370.0,AUDRUICQ,FRANCE,23 RUE DU GENERAL LECLERC 62370 AUDRUICQ FRANCE,NONE,NONE,NONE,NONE,NONE,23,RUE DU GENERAL LECLERC,NONE,62370.0,AUDRUICQ,FRANCE,Match,HN RN C
2152,2196,35 GRANDE RUE 25700 VALENTIGNEY FRANCE,NONE,NONE,NONE,NONE,NONE,35,GRANDE RUE,NONE,25700.0,VALENTIGNEY,FRANCE,35 GRANDE RUE 25700 VALENTIGNEY FRANCE,NONE,NONE,NONE,NONE,NONE,35,GRANDE RUE,NONE,25700.0,VALENTIGNEY,FRANCE,Match,HN RN C
2153,2197,11 RUE CONSTANT FOUCHE 27210 BEUZEVILLE FRANCE,NONE,NONE,NONE,NONE,NONE,11,RUE CONSTANT FOUCHE,NONE,27210.0,BEUZEVILLE,FRANCE,11 RUE CONSTANT FOUCHE 27210 BEUZEVILLE FRANCE,NONE,NONE,NONE,NONE,NONE,11,RUE CONSTANT FOUCHE,NONE,27210.0,BEUZEVILLE,FRANCE,Match,HN RN C
2154,2198,CITE ADMINISTRATIVE 81 19 RUE DE CIRON 81000 ALBI FRANCE,NONE,NONE,NONE,NONE,CITE ADMINISTRATIVE 81,19,RUE DE CIRON,NONE,81000.0,ALBI,FRANCE,CITE ADMINISTRATIVE 81 19 RUE DE CIRON 81000 ALBI FRANCE,NONE,NONE,NONE,NONE,CITE ADMINISTRATIVE 81,19,RUE DE CIRON,NONE,81000.0,ALBI,FRANCE,Match,D HN RN C
2155,2199,3 AVENUE PABLO PICASSO 94600 CHOISY-LE-ROI FRANCE,NONE,NONE,NONE,NONE,NONE,3,AVENUE PABLO PICASSO,NONE,94600.0,CHOISY-LE-ROI,FRANCE,3 AVENUE PABLO PICASSO 94600 CHOISY-LE-ROI FRANCE,NONE,NONE,NONE,NONE,NONE,3,AVENUE PABLO PICASSO,NONE,94600.0,CHOISY-LE-ROI,FRANCE,Match,HN RN C
2156,2200,LE FLAYOSQUET 83300 DRAGUIGNAN FRANCE,NONE,NONE,NONE,LE FLAYOSQUET,NONE,NONE,NONE,NONE,83300.0,DRAGUIGNAN,FRANCE,LE FLAYOSQUET 83300 DRAGUIGNAN FRANCE,NONE,NONE,NONE,LE FLAYOSQUET,NONE,NONE,NONE,NONE,83300.0,DRAGUIGNAN,FRANCE,Match,Z C
2157,2201,PLACE MARCHE COUVERT BOX NUMEROS 3 97600 MAMOUDZOU FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE MARCHE COUVERT,BOX NUMEROS 3,97600.0,MAMOUDZOU,FRANCE,PLACE MARCHE COUVERT BOX NUMEROS 3 97600 MAMOUDZOU FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE MARCHE COUVERT,BOX NUMEROS 3,97600.0,MAMOUDZOU,FRANCE,Match,RN C
2158,2202,18 B RUE CHINARD 69009 LYON FRANCE,NONE,NONE,NONE,NONE,NONE,18 B,RUE CHINARD,NONE,69009.0,LYON,FRANCE,18 B RUE CHINARD 69009 LYON FRANCE,NONE,NONE,NONE,NONE,NONE,18 B,RUE CHINARD,NONE,69009.0,LYON,FRANCE,Match,HN RN C
2159,2204,HAMEAU DE BRAILLES 38510 VEZERONCE-CURTIN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,HAMEAU DE BRAILLES,NONE,38510.0,VEZERONCE-CURTIN,FRANCE,HAMEAU DE BRAILLES 38510 VEZERONCE-CURTIN FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,HAMEAU DE BRAILLES,NONE,38510.0,VEZERONCE-CURTIN,FRANCE,Match,RN C
2160,2205,8 RUE DU CHANGE 57000 METZ FRANCE,NONE,NONE,NONE,NONE,NONE,8,RUE DU CHANGE,NONE,57000.0,METZ,FRANCE,8 RUE DU CHANGE 57000 METZ FRANCE,NONE,NONE,NONE,NONE,NONE,8,RUE DU CHANGE,NONE,57000.0,METZ,FRANCE,Match,HN RN C
2161,2206,IMMEUBLE LE SEXTANT RUE DE LA TRINQUETTE 17000 LA ROCHELLE FRANCE,NONE,IMMEUBLE LE SEXTANT,NONE,NONE,NONE,NONE,RUE DE LA TRINQUETTE,NONE,17000.0,LA ROCHELLE,FRANCE,IMMEUBLE LE SEXTANT RUE DE LA TRINQUETTE 17000 LA ROCHELLE FRANCE,NONE,IMMEUBLE LE SEXTANT,NONE,NONE,NONE,NONE,RUE DE LA TRINQUETTE,NONE,17000.0,LA ROCHELLE,FRANCE,Match,EB RN C
2162,2207,27 RUE CARNOT 84000 AVIGNON FRANCE,NONE,NONE,NONE,NONE,NONE,27,RUE CARNOT,NONE,84000.0,AVIGNON,FRANCE,27 RUE CARNOT 84000 AVIGNON FRANCE,NONE,NONE,NONE,NONE,NONE,27,RUE CARNOT,NONE,84000.0,AVIGNON,FRANCE,Match,HN RN C
2163,2208,RESIDENCE SOLVERT AVENUE PASTRE 13009 MARSEILLE FRANCE,NONE,RESIDENCE SOLVERT,NONE,NONE,NONE,NONE,AVENUE PASTRE,NONE,13009.0,MARSEILLE,FRANCE,RESIDENCE SOLVERT AVENUE PASTRE 13009 MARSEILLE FRANCE,NONE,RESIDENCE SOLVERT,NONE,NONE,NONE,NONE,AVENUE PASTRE,NONE,13009.0,MARSEILLE,FRANCE,Match,EB RN C
2164,2209,ZONE PORTUAIRE 44550 MONTOIR-DE-BRETAGNE FRANCE,NONE,NONE,NONE,ZONE PORTUAIRE,NONE,NONE,NONE,NONE,44550.0,MONTOIR-DE-BRETAGNE,FRANCE,ZONE PORTUAIRE 44550 MONTOIR-DE-BRETAGNE FRANCE,NONE,NONE,NONE,ZONE PORTUAIRE,NONE,NONE,NONE,NONE,44550.0,MONTOIR-DE-BRETAGNE,FRANCE,Match,Z C
2165,2210,5 BOULEVARD GEORGES LEYGUES 47300 VILLENEUVE-SUR-LOT FRANCE,NONE,NONE,NONE,NONE,NONE,5,BOULEVARD GEORGES LEYGUES,NONE,47300.0,VILLENEUVE-SUR-LOT,FRANCE,5 BOULEVARD GEORGES LEYGUES 47300 VILLENEUVE-SUR-LOT FRANCE,NONE,NONE,NONE,NONE,NONE,5,BOULEVARD GEORGES LEYGUES,NONE,47300.0,VILLENEUVE-SUR-LOT,FRANCE,Match,HN RN C
2166,2211,50 AVENUE ALFRED DE MUSSET 19100 BRIVE-LA-GAILLARDE FRANCE,NONE,NONE,NONE,NONE,NONE,50,AVENUE ALFRED DE MUSSET,NONE,19100.0,BRIVE-LA-GAILLARDE,FRANCE,50 AVENUE ALFRED DE MUSSET 19100 BRIVE-LA-GAILLARDE FRANCE,NONE,NONE,NONE,NONE,NONE,50,AVENUE ALFRED DE MUSSET,NONE,19100.0,BRIVE-LA-GAILLARDE,FRANCE,Match,HN RN C
2167,2212,52 AVENUE DE SUZAC 17110 SAINT-GEORGES-DE-DIDONNE FRANCE,NONE,NONE,NONE,NONE,NONE,52,AVENUE DE SUZAC,NONE,17110.0,SAINT-GEORGES-DE-DIDONNE,FRANCE,52 AVENUE DE SUZAC 17110 SAINT-GEORGES-DE-DIDONNE FRANCE,NONE,NONE,NONE,NONE,NONE,52,AVENUE DE SUZAC,NONE,17110.0,SAINT-GEORGES-DE-DIDONNE,FRANCE,Match,HN RN C
2168,2213,RUE RABAUD SAINT ETIENNE 13430 EYGUIERES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE RABAUD SAINT ETIENNE,NONE,13430.0,EYGUIERES,FRANCE,RUE RABAUD SAINT ETIENNE 13430 EYGUIERES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE RABAUD SAINT ETIENNE,NONE,13430.0,EYGUIERES,FRANCE,Match,RN C
2169,2214,FERRIER 33830 LUGOS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,FERRIER,NONE,33830.0,LUGOS,FRANCE,FERRIER 33830 LUGOS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,FERRIER,NONE,33830.0,LUGOS,FRANCE,Match,RN C
2170,2215,10 PLACE DU 8 MAI 60510 BRESLES FRANCE,NONE,NONE,NONE,NONE,NONE,10,PLACE DU 8 MAI,NONE,60510.0,BRESLES,FRANCE,10 PLACE DU 8 MAI 60510 BRESLES FRANCE,NONE,NONE,NONE,NONE,NONE,10,PLACE DU 8 MAI,NONE,60510.0,BRESLES,FRANCE,Match,HN RN C
2171,2216,LIEU DIT LES CHATAIGNIERS 36600 VALENCAY FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LES CHATAIGNIERS,NONE,36600.0,VALENCAY,FRANCE,LIEU DIT LES CHATAIGNIERS 36600 VALENCAY FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LES CHATAIGNIERS,NONE,36600.0,VALENCAY,FRANCE,Match,RN C
2172,2217,ZONE D' ACTIVITE CONCERTEE ISO PARC 37250 SORIGNY FRANCE,NONE,NONE,NONE,ZONE D' ACTIVITE CONCERTEE ISO PARC,NONE,NONE,NONE,NONE,37250.0,SORIGNY,FRANCE,ZONE D' ACTIVITE CONCERTEE ISO PARC 37250 SORIGNY FRANCE,NONE,NONE,NONE,ZONE D' ACTIVITE CONCERTEE ISO PARC,NONE,NONE,NONE,NONE,37250.0,SORIGNY,FRANCE,Match,Z C
2173,2218,26 RUE JEANNE D ARCADE 94500 CHAMPIGNY-SUR-MARNE FRANCE,NONE,NONE,NONE,NONE,NONE,26,RUE JEANNE D ARCADE,NONE,94500.0,CHAMPIGNY-SUR-MARNE,FRANCE,26 RUE JEANNE D ARCADE 94500 CHAMPIGNY-SUR-MARNE FRANCE,NONE,NONE,NONE,NONE,NONE,26,RUE JEANNE D ARCADE,NONE,94500.0,CHAMPIGNY-SUR-MARNE,FRANCE,Match,HN RN C
