companyI,AddI,CompanyK,AddK,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel
CATRI,241 rue Meunynck - Zi de Petite Synthe 59140 DUNKERQUE France,M REMI PINARD,3 RUE DE LA PAIX 59280 ARMENTIERES France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE PETITE SYNTHE,NONE,241,RUE MEUNYNCK,NONE,59140,DUNKERQUE,FRANCE,NONE,NONE,NONE,NONE,NONE,3,RUE DE LA PAIX,NONE,59280,ARMENTIERES,FRANCE,NoMatch
BIARDEAU SA,523 Avenue de Limoges 79000 NIORT France,BROSSARD ENERDEM BROSSARD MICHEL,105 RTE DE RIPARFOND 79300 BRESSUIRE France,NONE,NONE,NONE,NONE,NONE,523,AVENUE DE LIMOGES,NONE,79000,NIORT,FRANCE,NONE,NONE,NONE,NONE,NONE,105,ROUTE DE RIPARFOND,NONE,79300,BRESSUIRE,FRANCE,NoMatch
J L C,62 RUE ST JUST 93130 NOISY LE SEC FRANCE,JLC 45 CONFORT DE LA MAISON JLC 45,1035 RUE DE GAUTRAY PARC ACTIVITES 45590 SAINT CYR EN VAL France,NONE,NONE,NONE,NONE,NONE,62,RUE SAINT JUST,NONE,93130,NOISY LE SEC,FRANCE,NONE,NONE,NONE,PARC ACTIVITE,NONE,1035,RUE DE GAUTRAY,NONE,45590,SAINT CYR,FRANCE,NoMatch
PAULIN GEORGES,ST GERVAIS 81630 MONTDURAUSSE FRANCE,M CHRISTOPHE BARET,RUE GEORGES PAULIN 97421 SAINT LOUIS France,NONE,NONE,NONE,SAINT GERVAIS,NONE,NONE,NONE,NONE,81630,MONTDURAUSSE,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE GEORGES PAULIN,NONE,97421,SAINT LOUIS,FRANCE,NoMatch
MAISON PERRIN,ZI de la Croix Verte rue du bois Saint Ladre 89200 AVALLON France,M JOEL LAMIOT,46 AV ARISTIDE BRIAND 89140 PONT SUR YONNE France,NONE,NONE,NONE,ZONE INDUSTRIELLE DE LA CROIX VERTE,NONE,NONE,RUE DU BOIS SAINT LADRE,NONE,89200,AVALLON,FRANCE,NONE,NONE,NONE,NONE,NONE,46,AVENUE ARISTIDE BRIAND,NONE,89140,PONT SUR YONNE,FRANCE,NoMatch
SOCIT D'EXPLOITATION DES TRANSPORTS BASTIDE,MAS DU LARZAT - ROUTE DE STE 34750 VILLENEUVE LES MAGUELONNE FRANCE,BASTIDE LE CONFORT MEDICAL,12 AV DE LA DAME CTRE D'ACTIVITE EURO 2000 30132 CAISSARGUES France,NONE,NONE,NONE,MAS DU LARZONE ARTISANALET,NONE,NONE,ROUTE DE SAINTE,NONE,34750,VILLENEUVE LES MAGUELONNE,FRANCE,NONE,NONE,NONE,CENTRE D'ACTIVITE EURO 2000,NONE,12,AVENUE DE LA DAME,NONE,30132,CAISSARGUES,FRANCE,NoMatch
TRANSPORTS PIOVAN ET FILS,LESTELLE 31360 SAINT MARTORY FRANCE,SIGAS SIGEST AM\XE9NAGEMENT SUPERBAGN\XE8RES LUCHON SUPERBAGN\XE8RES PYRENEZ VOUS,ALL D ETIGNY MAIRIE 31110 BAGNERES DE LUCHON France,NONE,NONE,NONE,LESTELLE,NONE,NONE,NONE,NONE,31360,SAINT MARTORY,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ALLEE D ETIGNY MAIRIE,NONE,31110,BAGNERES DE LUCHON,FRANCE,NoMatch
TRANSPORT A+EXPRESS,14 rue albert einsten 77420 Champs Sur Marne France,MESSAGERIES DES CHAMPS ELYSEES MCE EXPRESS,9 RUE FREDERIC BASTIAT 75008 PARIS 8 France,NONE,NONE,NONE,NONE,NONE,14,RUE ALBERT EINSTEN,NONE,77420,CHAMPS,FRANCE,NONE,NONE,NONE,NONE,NONE,9,RUE FREDERIC BASTIAT,NONE,75008,PARIS,FRANCE,NoMatch
SARL LATEULADE,IMPASSE DE POMBIE 64121 SERRES CASTET FRANCE,MONSIEUR FRANCOIS MORILLON,7 IMPASSE GRAMMONT RESIDENCE PLEIN SOLEIL 64200 BIARRITZ France,NONE,NONE,NONE,NONE,NONE,NONE,IMPASSE DE POMBIE,NONE,64121,SERRES CASTET,FRANCE,NONE,RESIDENCE PLEIN SOLEIL,NONE,NONE,NONE,7,IMPASSE GRAMMONT,NONE,64200,BIARRITZ,FRANCE,NoMatch
MG FRET,1 RUE DE LA GARENNE 95310 Saint Ouen L'Aumne France,MG TRANSPORTS,3 RUE DES OZIERS ZI VERT GALANT 95310 SAINT OUEN L'AUMONE France,NONE,NONE,NONE,NONE,NONE,1,RUE DE LA GARENNE,NONE,95310,SAINT OUEN L'AUMNE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE VERT GALANT,NONE,3,RUE DES OZIERS,NONE,95310,SAINT OUEN,FRANCE,NoMatch
TRANSAP EURL,77 Rue Dedautez 51460 COURTISOLS France,ENLEVEMENT DECHET INDUSTRIEL BATIMENT ENLEVEMENT DECHET INDUSTRIEL ET BATIMENT,2 RUE JOSEPH CUGNOT ZI DU MOULIN DE L'ECAILLE 51430 TINQUEUX France,NONE,NONE,NONE,NONE,NONE,77,RUE DEDAUTEZ,NONE,51460,COURTISOLS,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DU MOULIN DE L'ECAILLE,NONE,2,RUE JOSEPH CUGNOT,NONE,51430,TINQUEUX,FRANCE,NoMatch
BLANCHET DEMENAGEMENTS,284 Rue Nationale 36400 LA CHATRE France,R. BLANCHET TRANSPORTS R. BLANCHET,IMP LES TUILERIES 36400 VERNEUIL SUR IGNERAIE France,NONE,NONE,NONE,NONE,NONE,284,RUE NATIONALE,NONE,36400,LA CHATRE,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,IMPASSE LES TUILERIES,NONE,36400,VERNEUIL,FRANCE,NoMatch
TRANSPORTS GAUDIN,ROUTE DE NIAFLES 53400 CRAON FRANCE,MME NINA GAUDIN,6 PL ARISTIDE BRIAND 49500 SEGRE EN ANJOU BLEU France,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE NIAFLES,NONE,53400,CRAON,FRANCE,NONE,NONE,NONE,NONE,NONE,6,PLACE ARISTIDE BRIAND,NONE,49500,SEGRE,FRANCE,NoMatch
TRANSPORTS BOMPARD,RUE DE LA PAIX 09500 LA BASTIDE DE BOUSIGNAC France,TRANSPORTS BOMPARD,AV DE LA PREUILHE PARC TECHNOLOGIQUE 11150 BRAM France,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA PAIX,NONE,9500,LA BASTIDE DE BOUSIGNAC,FRANCE,NONE,NONE,NONE,PARC ACTIVITERC TECHNOLOGIQUE,NONE,NONE,AVENUE DE LA PREUILHE,NONE,11150,BRAM,FRANCE,NoMatch
NARBO-GEL,14 rue de Madrid BP 20 66011 PERPIGNAN Cdex France,NARBONNE GEL,56 RUE D'ESPAGNE ZI DE PLAISANCE 11100 NARBONNE France,NONE,NONE,NONE,NONE,NONE,14,RUE DE MADRID,BP 20,66011,PERPIGNAN,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE PLAISANCE,NONE,56,RUE D'ESPAGNE,NONE,11100,NARBONNE,FRANCE,NoMatch
NARBO-GEL,14 rue de Madrid BP 20 66011 PERPIGNAN Cdex France,COULEURS DE TOLLENS,RTE DE PERPIGNAN CROIX SUD 11100 NARBONNE France,NONE,NONE,NONE,NONE,NONE,14,RUE DE MADRID,BP 20,66011,PERPIGNAN,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE PERPIGNAN CROIX SUD,NONE,11100,NARBONNE,FRANCE,NoMatch
TRANSPORTS ISNARD,CHEMIN CAUVELLES 13190 ALLAUCH FRANCE,MME CHRYSTELLE CURY,10 ALL DES CYPRES BLEUS 13770 VENELLES France,NONE,NONE,NONE,NONE,NONE,NONE,CHEMIN CAUVELLES,NONE,13190,ALLAUCH,FRANCE,NONE,NONE,NONE,NONE,NONE,10,ALLEE DES CYPRES BLEUS,NONE,13770,VENELLES,FRANCE,NoMatch
HEID PAUL (ETS),5 RUE DE LA PLATRERIE 57410 ROHRBACH BITCHE FRANCE,EPMNL,RTE DE VIGNY 57420 GOIN France,NONE,NONE,NONE,NONE,NONE,5,RUE DE LA PLATRERIE,NONE,57410,BITCHE,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE VIGNY,NONE,57420,GOIN,FRANCE,NoMatch
OPTIMA,RUE CLAIE 49070 BEAUCOUZE FRANCE,OPTIMA,9 RUE DU LIEUTENANT COLONEL DUBOIS 35132 VEZIN LE COQUET France,NONE,NONE,NONE,NONE,NONE,NONE,RUE CLAIE,NONE,49070,BEAUCOUZE,FRANCE,NONE,NONE,NONE,NONE,NONE,9,RUE DU LIEUTENANT COLONEL DUBOIS,NONE,35132,VEZIN LE COQUET,FRANCE,NoMatch
OPTIMA,RUE CLAIE 49070 BEAUCOUZE FRANCE,OPTIMA,RUE PIERRE LATECOERE ZAC LA PLAINE DES VAUX 37500 CHINON France,NONE,NONE,NONE,NONE,NONE,NONE,RUE CLAIE,NONE,49070,BEAUCOUZE,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC LA PLAINE DES VAUX,NONE,NONE,RUE PIERRE LATECOERE,NONE,37500,CHINON,FRANCE,NoMatch
COLIS EXPRESS,grande rue 70600 Oyrieres France,FEDEX EXPRESS FR,RUE DE LA BREUCHILLIERE 21000 DIJON France,NONE,NONE,NONE,NONE,NONE,NONE,GRANDE RUE,NONE,70600,OYRIERES,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA BREUCHILLIERE,NONE,21000,DIJON,FRANCE,NoMatch
COLIS EXPRESS,grande rue 70600 Oyrieres France,LA POSTE,13 RUE COMMANDANT GIRARDOT 70000 VESOUL France,NONE,NONE,NONE,NONE,NONE,NONE,GRANDE RUE,NONE,70600,OYRIERES,FRANCE,NONE,NONE,NONE,NONE,NONE,13,RUE COMMANDANT GIRARDOT,NONE,70000,VESOUL,FRANCE,NoMatch
HERBRICH RHONE ALPES,RUE DE SAVOIE Zone Portuaire 69700 LOIRE SUR RHONE France,HERBRICH EXPRESS,LIEUDIT GRUBE 67730 CHATENOIS France,NONE,NONE,NONE,ZONE PORTUAIRE,NONE,NONE,RUE DE SAVOIE,NONE,69700,LOIRE,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEUDIT GRUBE,NONE,67730,CHATENOIS,FRANCE,NoMatch
DUMONCEAU TRANSPORTS,9 RUE DU MOULIN 08600 CHOOZ FRANCE,M CHRISTOPHE JEAN BEGUE C-B MULTI SERVICES,2 CHE COCO RES DOM DES CHENES APT 30 97450 SAINT LOUIS France,NONE,NONE,NONE,NONE,NONE,9,RUE DU MOULIN,NONE,8600,CHOOZ,FRANCE,APPARTEMENT 30,RESIDENCE,NONE,DOMAINE DES CHENES,NONE,2,CHEMIN COCO,NONE,97450,SAINT LOUIS,FRANCE,NoMatch
TRANSPORTS VIVIES,RES. DU LAC D'AUSSONNE 31840 AUSSONNE FRANCE,VIVIES MESSAGERIE,95 RTE DU FOUSSERET 31370 RIEUMES France,NONE,RESIDENCE DU LAC D'AUSSONNE,NONE,NONE,NONE,NONE,NONE,NONE,31840,AUSSONNE,FRANCE,NONE,NONE,NONE,NONE,NONE,95,ROUTE DU FOUSSERET,NONE,31370,RIEUMES,FRANCE,NoMatch
TAXICOLIS EST,Rue de la Fort Noire 68390 SAUSHEIM France,TRANSPORTS BATISTA,1 RUE DES BARRES 70400 FRAHIER ET CHATEBIER France,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA FORT NOIRE,NONE,68390,SAUSHEIM,FRANCE,NONE,NONE,NONE,NONE,NONE,1,RUE DES BARRES,NONE,70400,FRAHIER ET CHATEBIER,FRANCE,NoMatch
ARNAL BAZILLE,22 rue Frederic Peysson 34000 MONTPELLIER France,SARL EXPLOITATION RAPID DEPANNAGE SOCIETE D'EXPLOITATION DES ETABLISSEMENTS RAPID DEPANNAGE SARL,LES PALLES 34270 CAZEVIEILLE France,NONE,NONE,NONE,NONE,NONE,22,RUE FREDERIC PEYSSON,NONE,34000,MONTPELLIER,FRANCE,NONE,NONE,NONE,LES PARC ACTIVITELLES,NONE,NONE,NONE,NONE,34270,CAZEVIEILLE,FRANCE,NoMatch
DATAC TRANSPORT,166 ROUTE D'APREMONT 73000 CHAMBRY FRANCE,DATAC TRANSPORT,LIEU DIT LES GRIVAZ 74130 CONTAMINE SUR ARVE France,NONE,NONE,NONE,NONE,NONE,166,ROUTE D'APREMONT,NONE,73000,CHAMBRY,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT LES GRIVAZ,NONE,74130,CONTAMINE SUR ARVE,FRANCE,NoMatch
TRANSPORTS TERRANCLE,2884 Montbartier 82700 MONTECH France,MME MARIANNE BENELHADJ,LD BESSOU 82160 CAYLUS France,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,82700,MONTECH,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LIEU DIT BESSOU,NONE,82160,CAYLUS,FRANCE,NoMatch
HUGUES DISTRIBUTION,Za La Gare 46500 ROCAMADOUR France,MME CHRISTINE BESIN CB3C,472 AV ST PIERRE 46090 SAINT PIERRE LAFEUILLE France,NONE,NONE,NONE,ZONE ARTISANALE LA GARE,NONE,NONE,NONE,NONE,46500,ROCAMADOUR,FRANCE,NONE,NONE,NONE,NONE,NONE,472,AVENUE SAINT PIERRE,NONE,46090,SAINT PIERRE,FRANCE,NoMatch
CLERGUE TRANSPORTS FRIGORIFIQUES,Le Bourg 12250 TOURNEMIRE France,CLERGUE TRANSPORTS FRIGORIFIQUES,PARC D'ACTIVITES DE GOGAL 56920 SAINT GONNERY France,NONE,NONE,NONE,LE BOURG,NONE,NONE,NONE,NONE,12250,TOURNEMIRE,FRANCE,NONE,NONE,NONE,PARC ACTIVITERC D'ACTIVITES DE GOGAL,NONE,NONE,NONE,NONE,56920,SAINT GONNERY,FRANCE,NoMatch
TRANSPORT ROUTE SERVICE,9 AVENUE DU MARECHAL DE LATRE DE TASSIGNY 69330 MEYZIEU France,TRANSPORT ROUTE SERVICE L'OUVERTURE TRANSPORTEE  TRS 69,68 AV DES ARRIVAUX 38070 SAINT QUENTIN FALLAVIER France,NONE,NONE,NONE,NONE,NONE,9,AVENUE DU MARECHAL DE LATRE DE TASSIGNY,NONE,69330,MEYZIEU,FRANCE,NONE,NONE,NONE,NONE,NONE,68,AVENUE DES ARRIVAUX,NONE,38070,SAINT QUENTIN,FRANCE,NoMatch
TRANSPORT ROUTE SERVICE,9 AVENUE DU MARECHAL DE LATRE DE TASSIGNY 69330 MEYZIEU France,TRANSPORT ROUTE SERVICE TRS - L'OUVERTURE TRANSPORTEE,ZA DU ROUBIAN 13150 TARASCON France,NONE,NONE,NONE,NONE,NONE,9,AVENUE DU MARECHAL DE LATRE DE TASSIGNY,NONE,69330,MEYZIEU,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DU ROUBIAN,NONE,NONE,NONE,NONE,13150,TARASCON,FRANCE,NoMatch
DUL DEMENAGEMENT,Les Mouilles d'en haut 74950 LE REPOSOIR France,DUL DEMENAGEMENT,72 AV MONT BLANC 74950 SCIONZIER France,NONE,NONE,NONE,LES MOUILLES D'EN HAUT,NONE,NONE,NONE,NONE,74950,LE REPOSOIR,FRANCE,NONE,NONE,NONE,NONE,NONE,72,AVENUE MONT BLANC,NONE,74950,SCIONZIER,FRANCE,NoMatch
TANSPORTS MARTIN ERIC,RUE DE LA BRIQUETERIE 77470 POINCY FRANCE,M MAXIMO MARTIN,14 IMP DES FLEURS 77340 PONTAULT COMBAULT France,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE LA BRIQUETERIE,NONE,77470,POINCY,FRANCE,NONE,NONE,NONE,NONE,NONE,14,IMPASSE DES FLEURS,NONE,77340,PONTAULT COMBAULT,FRANCE,NoMatch
SARL EMERAUDE EMBALLAGES,La touesse 35350 Saint Mloir Des Ondes France,EMERAUDE CITY,90 RUE DE LA HAIE COQ BATIMENT 241 93300 AUBERVILLIERS France,NONE,NONE,NONE,LA TOUESSE,NONE,NONE,NONE,NONE,35350,SAINT MLOIR DES ONDES,FRANCE,NONE,BATIMENT 241,NONE,NONE,NONE,90,RUE DE LA HAIE COQ,NONE,93300,AUBERVILLIERS,FRANCE,NoMatch
MARTINI TECHNOTRANS,Aroport de Nice Cote d Azur 06000 NICE France,MARTINI TECHNOTRANS,8 RUE NOTRE DAME 06400 CANNES France,NONE,NONE,AROPORT DE NICE COTE D AZUR,NONE,NONE,NONE,NONE,NONE,6000,NICE,FRANCE,NONE,NONE,NONE,NONE,NONE,8,RUE NOTRE DAME,NONE,6400,CANNES,FRANCE,NoMatch
TRANSPORTS LARRIBEAU,EN MAHOUET 32120 LABRIHE FRANCE,SARL TRANSPORT LARRIBEAU ENTREPRISES LARRIBEAU,RTE DE GIMONT PARC D'ACTIVITE DE BELLOC 32120 MAUVEZIN France,NONE,NONE,NONE,EN MAHOUET,NONE,NONE,NONE,NONE,32120,LABRIHE,FRANCE,NONE,NONE,NONE,PARC ACTIVITERC D'ACTIVITE DE BELLOC,NONE,NONE,ROUTE DE GIMONT,NONE,32120,MAUVEZIN,FRANCE,NoMatch
TRANSPORTS VERVERKEN,ZA Fosse de l'Orme 27390 MONTREUIL L'ARGILLE France,MONSIEUR HERVE LEVIF,6 RUE CHARLES IX 27380 CHARLEVAL France,NONE,NONE,NONE,ZONE ARTISANALE FOSSE DE L'ORME,NONE,NONE,NONE,NONE,27390,MONTREUIL,FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE CHARLES IX,NONE,27380,CHARLEVAL,FRANCE,NoMatch
TRANSPORTS CHERIEX,ZA DU THEIL 19200 USSEL FRANCE,M CLAUDE DELPY,FROIDEFOND HAUT 19600 LISSAC SUR COUZE France,NONE,NONE,NONE,ZONE ARTISANALE DU THEIL,NONE,NONE,NONE,NONE,19200,USSEL,FRANCE,NONE,NONE,NONE,FROIDEFOND HAUT,NONE,NONE,NONE,NONE,19600,LISSAC SUR COUZE,FRANCE,NoMatch
HANGGELI TRANSPORTS,RTE ST DIDIER LA FORT 03110 BROUT VERNET FRANCE,PHOENIX POKER TEAM,7 RUE DOMINIQUE MOYER APPARTEMENT 32 03100 MONTLUCON France,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE SAINT DIDIER LA FORT,NONE,3110,BROUT VERNET,FRANCE,APPARTEMENT 32,NONE,NONE,NONE,NONE,7,RUE DOMINIQUE MOYER,NONE,3100,MONTLUCON,FRANCE,NoMatch
COLIS EXPRESS,grande rue 70600 Oyrieres France,DHL INTERNATIONAL EXPRESS (FRANCE),4 RUE DES VARENNES ZONE VERTE 71880 CHATENOY LE ROYAL France,NONE,NONE,NONE,NONE,NONE,NONE,RUE,NONE,70600,OYRIERES,FRANCE,NONE,NONE,NONE,ZONE VERTE,NONE,4,RUE DES VARENNES,NONE,71880,CHATENOY LE ROYAL,FRANCE,NoMatch
SOULHIOL NOYER,Parc Activits Sycala 46230 CAHORS FONTANES France,ETABLISSEMENTS SOULHIOL ETABLISSEMENTS SOULHIOL NOYER,LD CAHORS FONTANES PARC D'ACTIVITES DU SYCALA 46230 FONTANES France,NONE,NONE,NONE,PARC ACTIVITERC ACTIVITS SYCALA,NONE,NONE,NONE,NONE,46230,CAHORS,FRANCE,NONE,NONE,NONE,PARC ACTIVITERC D'ACTIVITES DU SYCALA,NONE,NONE,LIEU DIT CAHORS FONTANES,NONE,46230,FONTANES,FRANCE,NoMatch
TRANSPORTS PLANE,1 Rue des Alouettes Senia 94320 THIAIS France,RECTIFICATION G. LISKA,188 RUE ROUGET DE LISLE 78360 MONTESSON France,NONE,NONE,NONE,NONE,NONE,1,RUE DES ALOUETTES SENIA,NONE,94320,THIAIS,FRANCE,NONE,NONE,NONE,NONE,NONE,188,RUE ROUGET DE LISLE,NONE,78360,MONTESSON,FRANCE,NoMatch
BAY LUCIEN ( TRANSPORT ),RUE PRINCIPALE 62850 SURQUES FRANCE,M BRUNO COSSIAUX,41 RUE DE BERCY 75012 PARIS 12 France,NONE,NONE,NONE,NONE,NONE,NONE,RUE PRINCIPALE,NONE,62850,SURQUES,FRANCE,NONE,NONE,NONE,NONE,NONE,41,RUE DE BERCY,NONE,75012,PARIS,FRANCE,NoMatch
BREFUEL-CAUSSE,1 chemin de Canac 12000 RODEZ France,TRANSPORTS BREFUEL CAUSSE,1 CHE DE CANAC LES QUATRE SAISONS 12850 ONET LE CHATEAU France,NONE,NONE,NONE,NONE,NONE,1,CHEMIN DE CANAC,NONE,12000,RODEZ,FRANCE,NONE,NONE,NONE,NONE,NONE,1,CHEMIN DE CANAC LES QUATRE SAISONS,NONE,12850,ONET LE CHATEAU,FRANCE,NoMatch
COURSIER BIP BIP,ZI rue de la Gare 60430 Warluis France,M DIAMA NDJIKI NYA,6 RUE DU CHANCELIER GUERIN 60700 PONT SAINTE MAXENCE France,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,NONE,RUE DE LA GARE,NONE,60430,WARLUIS,FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE DU CHANCELIER GUERIN,NONE,60700,PONT SAINTE MAXENCE,FRANCE,NoMatch
DIMOTRANS SAVOIE,6 ALLES DES MORILLES 74960 MEYTHET FRANCE,DIMOTRANS DIMOTRANS GROUP,6 ALL DES MORILLES ZI 74960 ANNECY France,NONE,NONE,NONE,NONE,NONE,6,ALLES DES MORILLES,NONE,74960,MEYTHET,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,6,ALLEE DES MORILLES,NONE,74960,ANNECY,FRANCE,NoMatch
DUCOURNAU TRANSPORT,ZI Laiz BP 01290 LAIZ France,DUCOURNAU TRANSPORTS,LES QUATRE CHEMINS QUARTIER 83340 FLASSANS SUR ISSOLE France,NONE,NONE,NONE,ZONE INDUSTRIELLE LAIZ,NONE,NONE,NONE,BP 01290,NONE,LAIZ,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,LES QUATRE CHEMINS,NONE,83340,FLASSANS SUR ISSOLE,FRANCE,NoMatch
TRANSPORTS DELQU,"146 avenue des Etats-Unis, M.I.N. Cases 20,21,22 31200 TOULOUSE France",G.K.A.M - TRANSPORTS & LOGISTIQUES,5 RUE SAINT MICHEL 31340 VILLEMUR SUR TARN France,NONE,NONE,NONE,NONE,NONE,146,AVENUE DES ETATS UNIS,CASES 20 21 22,31200,TOULOUSE,FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE SAINT MICHEL,NONE,31340,VILLEMUR,FRANCE,NoMatch
PRODICOM,ZA ROCADE NORD 13350 NOVES FRANCE,YACHT MECANIQUE ENTRETIEN REPARATION,1 QUAI DE LA GRANDE BIGUE BATIMENT A 13002 MARSEILLE 2 France,NONE,NONE,NONE,ZONE ARTISANALE ROCADE NORD,NONE,NONE,NONE,NONE,13350,NOVES,FRANCE,NONE,BATIMENT A,NONE,NONE,NONE,1,QUAI DE LA GRANDE BIGUE,NONE,13002,MARSEILLE,FRANCE,NoMatch
AGS NORD PAS DE CALAIS,32 Avenue Marcel Dassault 59113 SECLIN France,M LUDOVIC FOURNY,2 COUR JACOB 59210 COUDEKERQUE BRANCHE France,NONE,NONE,NONE,NONE,NONE,32,AVENUE MARCEL DASSAULT,NONE,59113,SECLIN,FRANCE,NONE,NONE,NONE,NONE,NONE,2,COUR JACOB,NONE,59210,COUDEKERQUE BRANCHE,FRANCE,NoMatch
TRANSPORTS JANVAL,"146, AVENUE DES ETATS-UNIS 31200 TOULOUSE FRANCE",G.K.A.M - TRANSPORTS & LOGISTIQUES,5 RUE SAINT MICHEL 31340 VILLEMUR SUR TARN France,NONE,NONE,NONE,NONE,NONE,146,AVENUE DES ETATS UNIS,NONE,31200,TOULOUSE,FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE SAINT MICHEL,NONE,31340,VILLEMUR,FRANCE,NoMatch
COLLIER HUBERT SARL,11 RUE LOUIS AUBLANC BP 71230 ST VALLIER FRANCE,CEMPI CONSTRUCTION & CONCEPTION ELECTROTECHNIQUE MECANIQUE & PROCESS INDUSTRIEL - CEMPI,486 RUE LAVOISIER ZA DE LA BOUCHARDIERE 37260 MONTS France,NONE,NONE,NONE,NONE,NONE,11,RUE LOUIS AUBLANC,BP 71230,NONE,SAINT VALLIER,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE LA BOUCHARDIERE,NONE,486,RUE LAVOISIER,NONE,37260,MONTS,FRANCE,NoMatch
ASTRE COMMERCIAL,1 rue Charles Lindbergh 44340 BOUGUENAIS France,TRANS-AT LOG,RUE DU TONNELIER ZONE INDISTRIELLE LEGERE 44800 SAINT HERBLAIN France,NONE,NONE,NONE,NONE,NONE,1,RUE CHARLES LINDBERGH,NONE,44340,BOUGUENAIS,FRANCE,NONE,NONE,NONE,ZONE INDISTRIELLE LEGERE,NONE,NONE,RUE DU TONNELIER,NONE,44800,SAINT HERBLAIN,FRANCE,NoMatch
BSL,33 rue des chardonnerets BP 95978 ROISSY CDG CEDEX France,BSL DISTRIBUTION BSL DISTRIBUTION,6 BD JOURDAN 75014 PARIS 14 France,NONE,NONE,NONE,NONE,NONE,33,RUE DES CHARDONNERETS,BP 95978,NONE,ROISSY CDG,FRANCE,NONE,NONE,NONE,NONE,NONE,6,BOULEVARD JOURDAN,NONE,75014,PARIS,FRANCE,NoMatch
BSL,33 rue des chardonnerets BP 95978 ROISSY CDG CEDEX France,BSL PIPES &FITTINGS BSL PIPES & FITTINGS,108 RTE DE REIMS 02200 BILLY SUR AISNE France,NONE,NONE,NONE,NONE,NONE,33,RUE DES CHARDONNERETS,BP 95978,NONE,ROISSY CDG,FRANCE,NONE,NONE,NONE,NONE,NONE,108,ROUTE DE REIMS,NONE,2200,BILLY,FRANCE,NoMatch
TRANSPORTS CHEVALIER,avenue du Gnral de Gaulle 51130 VERTUS France,TRANSPORTS CHEVALIER,5 RUE DES LORIOTS 51130 BLANCS COTEAUX France,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DU GNRAL DE GAULLE,NONE,51130,VERTUS,FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE DES LORIOTS,NONE,51130,BLANCS COTEAUX,FRANCE,NoMatch
SODITRANS,La Barade 32400 VIELLA France,SUD OUEST DISTRIBUTION TRANSPORTS,ZA ARMAGNAC ADOUR 32400 SAINT GERME France,NONE,NONE,NONE,LA BARADE,NONE,NONE,NONE,NONE,32400,VIELLA,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE ARMAGNAC ADOUR,NONE,NONE,NONE,NONE,32400,SAINT GERME,FRANCE,NoMatch
VERLINDE ASSOCIES,182 Rue Solfrino 59000 LILLE France,VERLINDE ASSOCIES,RUE DES SCIENCES ZAC DE L'OREE DU GOLF 59790 RONCHIN France,NONE,NONE,NONE,NONE,NONE,182,RUE SOLFRINO,NONE,59000,LILLE,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC DE L'OREE DU GOLF,NONE,NONE,RUE DES SCIENCES,NONE,59790,RONCHIN,FRANCE,NoMatch
